fid,data_id,iso,event_id_c,event_id_n,event_date,year,time_preci,event_type,sub_event_,actor1,assoc_acto,inter1,interactio,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precis,source,source_sca,notes,fatalities,timestamp,iso3,field_29,field_30,field_31,fid_2,OBJECTID,REGION_2,LREGION,SHAPE_Leng,SHAPE_Area,Secteur,Statut,Nø,Secteur_1,Groupe1,Groupe2,Groupe3,Groupe4,Analyse,icon_url
"2539","8023424","466",MLI2828,"2828",26-Apr-19,"2019","1",Battles,Armed clash,Unidentified Armed Group (Mali),,"3","13",Western Africa,Mali,Tombouctou,Tombouctou,Alafia,Acharane,16.6314,-3.3256,"2","Kibaru; AFP; AMAP;National-International",National-International,"On April 26, unknown gunmen ambushed a Malian army vehicle in the area fo Acharane, one soldier was killed and two wounded, and the vehicle seized by the assailants.","1","1622068130",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"2540","8023424","466",MLI2828,"2828",26-Apr-19,"2019","1",Battles,Armed clash,Military Forces of Mali (2013-2020),,"1","13",Western Africa,Mali,Tombouctou,Tombouctou,Alafia,Acharane,16.6314,-3.3256,"2","Kibaru; AFP; AMAP;National-International",National-International,"On April 26, unknown gunmen ambushed a Malian army vehicle in the area fo Acharane, one soldier was killed and two wounded, and the vehicle seized by the assailants.","1","1622068130",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"2541","8023439","466",MLI2831,"2831",25-Apr-19,"2019","1",Battles,Armed clash,Fulani Ethnic Militia (Mali),,"4","44",Western Africa,Mali,Mopti,Douentza,Mondoro,Banay,14.6162,-1.8652,"1",Le Pays Dogon,Subnational,"On April 25, presumed Fulani militiamen attacked the Dogon village of Banay, two people were killed while the attack was repelled by village self-defense.","2","1622068130",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"2542","8023439","466",MLI2831,"2831",25-Apr-19,"2019","1",Battles,Armed clash,Dogon Ethnic Militia (Mali),,"4","44",Western Africa,Mali,Mopti,Douentza,Mondoro,Banay,14.6162,-1.8652,"1",Le Pays Dogon,Subnational,"On April 25, presumed Fulani militiamen attacked the Dogon village of Banay, two people were killed while the attack was repelled by village self-defense.","2","1622068130",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"2543","8023441","466",MLI2832,"2832",25-Apr-19,"2019","1",Violence against civilians,Attack,Dogon Ethnic Militia (Mali),,"4","47",Western Africa,Mali,Mopti,Douentza,Mondoro,Boulde,14.693,-1.895,"1","Studio Tamani; Le Pays Dogon;Subnational",Subnational,"On April 25, Dogon militiamen attacked the village of Boulde in response to an attack on the Dogon village of Banay, fifteen people were killed and huts torched by the attackers.","15","1622068130",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"2544","8023441","466",MLI2832,"2832",25-Apr-19,"2019","1",Violence against civilians,Attack,Civilians (Mali),"Fulani Ethnic Group (Mali); Pastoralists (Mali)","7","47",Western Africa,Mali,Mopti,Douentza,Mondoro,Boulde,14.693,-1.895,"1",Studio Tamani,Subnational,"On April 25, Dogon militiamen attacked the village of Boulde in response to an attack on the Dogon village of Banay, fifteen people were killed and huts torched by the attackers.","15","1622068130",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"2545","8023445","466",MLI2823,"2823",24-Apr-19,"2019","1",Violence against civilians,Attack,Military Forces of Mali (2013-2020),,"1","17",Western Africa,Mali,Gao,Gao,N'tillit,Intahaka,16.2036,-0.4769,"2","AFP; RFI; Kibaru; Jeune Afrique;National-Regional",National-Regional,"On April 24, Malian soldiers arrested three Tuaregs including two civilian GATIA and a MOC member and burned them alive in Intahaka.","3","1622068130",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"2546","8023445","466",MLI2823,"2823",24-Apr-19,"2019","1",Violence against civilians,Attack,Civilians (Mali),"Tuareg Ethnic Group (Mali); GATIA: Imghad Tuareg and Allies Self-Defense Group; Military Forces of Mali (2013-2020) Operational Coordination Mechanism","7","17",Western Africa,Mali,Gao,Gao,N'tillit,Intahaka,16.2036,-0.4769,"2",AFP,National-Regional,"On April 24, Malian soldiers arrested three Tuaregs including two civilian GATIA and a MOC member and burned them alive in Intahaka.","3","1622068130",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"2547","8023448","466",MLI2825,"2825",24-Apr-19,"2019","1",Strategic developments,Looting/property destruction,Unidentified Armed Group (Mali),,"3","37",Western Africa,Mali,Tombouctou,Niafunke,Dianke,Dianke,15.7265,-4.642,"2",Studio Tamani,National,"On April 24, unknown gunmen seized the vehicle of an ICRC team and stripped them of their belongings between Dianke and Soumpi (coded as Dianke at geoprecision 2). The area has significant militant presence.","0","1622068130",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"2548","8023448","466",MLI2825,"2825",24-Apr-19,"2019","1",Strategic developments,Looting/property destruction,Civilians (Mali),"ICRC: International Committee of the Red Cross and Red Crescent; Aid Workers (Mali)","7","37",Western Africa,Mali,Tombouctou,Niafunke,Dianke,Dianke,15.7265,-4.642,"2",Studio Tamani,National,"On April 24, unknown gunmen seized the vehicle of an ICRC team and stripped them of their belongings between Dianke and Soumpi (coded as Dianke at geoprecision 2). The area has significant militant presence.","0","1622068130",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"2549","8023453","466",MLI2824,"2824",24-Apr-19,"2019","1",Violence against civilians,Attack,Civilians (Mali),Women (Mali),"7","27",Western Africa,Mali,Mopti,Douentza,Haire,Boni,15.0766,-2.2198,"1","Mali Jet; Studio Tamani;Subnational-National",Subnational-National,"On April 24, presumed Katiba Serma (JNIM) militants killed a woman in Boni, accused of collaborating with the Malian army.","1","1622068130",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"2550","8023468","466",MLI2819,"2819",23-Apr-19,"2019","1",Violence against civilians,Attack,Unidentified Armed Group (Mali),,"3","37",Western Africa,Mali,Gao,Ansongo,Tin Hama,Tin-Hamma,15.5821,0.8908,"2",Studio Tamani,National,"On April 23, unknown gunmen aboard motorbikes assaulted and robbed markegoers coming from Tamkoutat in the area of Tin-Hamma. The area has a significant militant presence.","0","1622068130",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"2551","8023468","466",MLI2819,"2819",23-Apr-19,"2019","1",Violence against civilians,Attack,Civilians (Mali),,"7","37",Western Africa,Mali,Gao,Ansongo,Tin Hama,Tin-Hamma,15.5821,0.8908,"2",Studio Tamani,National,"On April 23, unknown gunmen aboard motorbikes assaulted and robbed markegoers coming from Tamkoutat in the area of Tin-Hamma. The area has a significant militant presence.","0","1622068130",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"2552","8023471","466",MLI2820,"2820",23-Apr-19,"2019","1",Explosions/Remote violence,Remote explosive/landmine/IED,Civilians (Mali),,"7","27",Western Africa,Mali,Mopti,Douentza,Hombori,Hombori,15.279,-1.7004,"2","Kibaru; Mali Actu; Nord Sud Journal; Studio Tamani;Other-Subnational",Other-Subnational,"On April 23, An IED presumably planted by JNIM militants struck a communal transport between Hombori and Ouami, one civilian was killed and at least five others wounded.","1","1622068130",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"2553","8023479","466",MLI2822,"2822",23-Apr-19,"2019","1",Riots,Mob violence,Rioters (Mali),Street Traders (Mali),"5","15",Western Africa,Mali,Sikasso,Sikasso,Lobougoula,Sikasso,11.0992,-5.9454,"1",Mali Actu,National,"On April 23, a case of racketeering by policemen at the Medine market in Sikasso triggered violent clashes between vendors and police, the traders threw stones and burned at least two motorbikes belonging to the police who responded by firing tear gas. [","0","1622068130",MLI,,,,"1","3","03",Sikasso,22.5531465279,5.9738763264,SecteurHors Theatre,"0",,SecteurHors Theatre,Hors Theatre,,,,Hors Theatre,./3.png
"2554","8023479","466",MLI2822,"2822",23-Apr-19,"2019","1",Riots,Mob violence,Police Forces of Mali (2013-2020),,"1","15",Western Africa,Mali,Sikasso,Sikasso,Lobougoula,Sikasso,11.0992,-5.9454,"1",Mali Actu,National,"On April 23, a case of racketeering by policemen at the Medine market in Sikasso triggered violent clashes between vendors and police, the traders threw stones and burned at least two motorbikes belonging to the police who responded by firing tear gas. [","0","1622068130",MLI,,,,"1","3","03",Sikasso,22.5531465279,5.9738763264,SecteurHors Theatre,"0",,SecteurHors Theatre,Hors Theatre,,,,Hors Theatre,./3.png
"2555","8023480","466",MLI2821,"2821",23-Apr-19,"2019","1",Violence against civilians,Attack,Civilians (Mali),Dawsahak Ethnic Group (Mali),"7","27",Western Africa,Mali,Menaka,Menaka,Menaka,I-n-Telli,16.2968,2.7629,"2",Kibaru,National,"On April 23, presumed JNIM and/or ISGS militants assassinated a Dawsahak notable in the area of I-n-Telli, northeast of Menaka.","1","1622068130",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"2556","8023483","466",MLI2818,"2818",22-Apr-19,"2019","1",Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Mali (2013-2020),,"1","12",Western Africa,Mali,Mopti,Douentza,Petaka,Dansa,15.0897,-2.7417,"2","Whatsapp; Kibaru;New media-National",New media-National,"On April 22, an IED presumably planted by JNIM militants struck a Malian army vehicle between Danza and Kerena (coded as Danza at geoprecision 2), two soldiers were killed and two others wounded.","2","1622068130",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"2557","8023484","466",MLI2817,"2817",22-Apr-19,"2019","1",Violence against civilians,Attack,Unidentified Armed Group (Mali),,"3","37",Western Africa,Mali,Kayes,Diema,Gomitradougou,Sebabougou,14.3739,-8.2081,"2",Studio Tamani,National,"On April 22, turbaned gunmen attacked a communal transport in the area of Sebabougou, one passenger was wounded and belongings seized. The area has witnessed militant activity.","0","1622068130",MLI,,,,"1","1","01",Kayes,20.9408277765,10.2198744183,Secteur Hors Theatre,"0",,Secteur Hors Theatre,Hors Theatre,,,,Hors Theatre,./7.png
"2558","8023484","466",MLI2817,"2817",22-Apr-19,"2019","1",Violence against civilians,Attack,Civilians (Mali),,"7","37",Western Africa,Mali,Kayes,Diema,Gomitradougou,Sebabougou,14.3739,-8.2081,"2",Studio Tamani,National,"On April 22, turbaned gunmen attacked a communal transport in the area of Sebabougou, one passenger was wounded and belongings seized. The area has witnessed militant activity.","0","1622068130",MLI,,,,"1","1","01",Kayes,20.9408277765,10.2198744183,Secteur Hors Theatre,"0",,Secteur Hors Theatre,Hors Theatre,,,,Hors Theatre,./7.png
"2559","8023498","466",MLI2815,"2815",21-Apr-19,"2019","1",Battles,Armed clash,Military Forces of Mali (2013-2020),,"1","12",Western Africa,Mali,Koulikoro,Nara,Guire,Guire,14.6432,-6.6909,"1","Xinhua; Reuters; RFI; AFP; Kibaru;National-International",National-International,"On April 21, JNIM militants attacked a Malian army camp in Guire, at leastg 11 soldiers were killed and numerous wounded, two were reportedly taken hostages and at least four militants were killed, the militants burned the camp and vehicles, and also sei","15","1622068130",MLI,,,,"1","2","02",Koulikoro,22.8720491038,7.57468687148,Secteur VI,"1",,SecteurVI,Autres groupes auto defense,,,,Autres groupes auto defense,./6.png
"2560","8371221","466",MLI2816,"2816",21-Apr-19,"2019","1",Violence against civilians,Attack,Dozo Communal Militia (Mali),,"4","47",Western Africa,Mali,Segou,Macina,Souleye,Fia,14.0333,-5.15,"1","Studio Tamani; Jeunesse Tabital Pulaaku;New media-Subnational",New media-Subnational,"On April 21, Dozos killed at least six Fulani in the village of Fia who they claimed being mine planters.","6","1625524581",MLI,,,,"1","4","04",Segou,15.1998115552,5.15880567377,Secteur V,"1",,SecteurV,Autres groupes auto defense,,,,Autres groupes auto defense,./1.png
"2561","8371221","466",MLI2816,"2816",21-Apr-19,"2019","1",Violence against civilians,Attack,Civilians (Mali),"Fulani Ethnic Group (Mali); Pastoralists (Mali)","7","47",Western Africa,Mali,Segou,Macina,Souleye,Fia,14.0333,-5.15,"1",Studio Tamani,New media-Subnational,"On April 21, Dozos killed at least six Fulani in the village of Fia who they claimed being mine planters.","6","1625524581",MLI,,,,"1","4","04",Segou,15.1998115552,5.15880567377,Secteur V,"1",,SecteurV,Autres groupes auto defense,,,,Autres groupes auto defense,./1.png
"2562","8023502","466",MLI2813,"2813",20-Apr-19,"2019","1",Explosions/Remote violence,Remote explosive/landmine/IED,Civilians (Mali),,"7","27",Western Africa,Mali,Segou,Macina,Macina,Touala,14.0005,-5.2137,"2",Studio Tamani,National,"On April 20, a motorbike was struck by an IED presumably planted by Katiba Macina (JNIM) militants between Touara and Tene (coded as Touara at geoprecision 2), one person was killed and another wounded.","1","1622068130",MLI,,,,"1","4","04",Segou,15.1998115552,5.15880567377,Secteur V,"1",,SecteurV,Autres groupes auto defense,,,,Autres groupes auto defense,./1.png
"2563","5131010","466",MLI2810,"2810",19-Apr-19,"2019","1",Violence against civilians,Attack,Unidentified Armed Group (Mali),,"3","37",Western Africa,Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,"1",Kibaru,National,"On April 19, unknown gunmen aboard a motorbike assassinated the owner of an autorepair workshop in the Abaradjou quarter of Timbuktu.","1","1555958739",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"2564","5131010","466",MLI2810,"2810",19-Apr-19,"2019","1",Violence against civilians,Attack,Civilians (Mali),,"7","37",Western Africa,Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,"1",Kibaru,National,"On April 19, unknown gunmen aboard a motorbike assassinated the owner of an autorepair workshop in the Abaradjou quarter of Timbuktu.","1","1555958739",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"2565","8023518","466",MLI2812,"2812",19-Apr-19,"2019","1",Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Mali),,"3","37",Western Africa,Mali,Mopti,Tenenkou,Toguere-Coumbe,Kamaka-Sebe,14.8008,-4.6371,"1",Whatsapp,New media,"On April 19, unknown gunmen abducted two Fulani civilians in the village of Kamaka-Sebe.","0","1622068130",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"2566","8023518","466",MLI2812,"2812",19-Apr-19,"2019","1",Violence against civilians,Abduction/forced disappearance,Civilians (Mali),"Fulani Ethnic Group (Mali); Pastoralists (Mali)","7","37",Western Africa,Mali,Mopti,Tenenkou,Toguere-Coumbe,Kamaka-Sebe,14.8008,-4.6371,"1",Whatsapp,New media,"On April 19, unknown gunmen abducted two Fulani civilians in the village of Kamaka-Sebe.","0","1622068130",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"2567","8023519","466",MLI2811,"2811",19-Apr-19,"2019","1",Violence against civilians,Attack,Dogon Ethnic Militia (Mali),Dan Na Ambassagou,"4","47",Western Africa,Mali,Mopti,Koro,Pel Maoude,Birga-Dogon,14.04,-3.261,"1",Kisal,New media,"On April 19, Dogon hunters (Dan Na Ambassagou) killed two Fulani civilians in Birga.","2","1622068130",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"2568","8023519","466",MLI2811,"2811",19-Apr-19,"2019","1",Violence against civilians,Attack,Civilians (Mali),"Fulani Ethnic Group (Mali); Pastoralists (Mali)","7","47",Western Africa,Mali,Mopti,Koro,Pel Maoude,Birga-Dogon,14.04,-3.261,"1",Kisal,New media,"On April 19, Dogon hunters (Dan Na Ambassagou) killed two Fulani civilians in Birga.","2","1622068130",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"2569","8023523","466",MLI2884,"2884",19-Apr-19,"2019","1",Violence against civilians,Attack,Islamic State (West Africa) - Greater Sahara Faction,,"2","27",Western Africa,Mali,Gao,Ansongo,Ouattagouna,Asset Idri,15.1161,0.9731,"1",ReliefWeb,Other,"On 19 April 2019, presumed ISGS militants killed two Tuareg men accused of being informants of the defense and security forces in Acetidiri (Asset Idri).","2","1622068130",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"2570","8023523","466",MLI2884,"2884",19-Apr-19,"2019","1",Violence against civilians,Attack,Civilians (Mali),Tuareg Ethnic Group (Mali),"7","27",Western Africa,Mali,Gao,Ansongo,Ouattagouna,Asset Idri,15.1161,0.9731,"1",ReliefWeb,Other,"On 19 April 2019, presumed ISGS militants killed two Tuareg men accused of being informants of the defense and security forces in Acetidiri (Asset Idri).","2","1622068130",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"2571","8023541","466",MLI2808,"2808",18-Apr-19,"2019","1",Strategic developments,Other,Government of Mali (2013-2020),,"1","10",Western Africa,Mali,Bamako,Bamako,Commune III,Bamako,12.65,-8,"1","Nord Sud Journal; RFI; Reuters;Other-International",Other-International,"On April 18, prime minister Soumeylou Boubeye Maiga and his government resigned, the resignment came amidst pressure from religious leaders, popular discontent, and in the wake of mass-atrocities in the center of the country.","0","1622068130",MLI,,,,"1","2","02",Koulikoro,22.8720491038,7.57468687148,Secteur VI,"1",,SecteurVI,Autres groupes auto defense,,,,Autres groupes auto defense,./6.png
"2572","8023546","466",MLI2809,"2809",18-Apr-19,"2019","1",Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Mali (2013-2020),,"1","12",Western Africa,Mali,Menaka,Menaka,Menaka,Menaka,15.9182,2.4022,"2",Kibaru,National,"On April 18, a Malian army vehicle was struck by a mine or IED presumably planted by JNIM and/or ISGS militants on the western outskirts of Menaka town, three soldiers were severely wounded.","0","1622068130",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"2573","7018581","466",MLI2844,"2844",17-Apr-19,"2019","2",Battles,Armed clash,Military Forces of France (2017-),,"8","28",Western Africa,Mali,Kidal,Kidal,Kidal,Tin Bidene,18.8,1.95,"2",Twitter,New media,"On April 17, French forces of operation Barkhane conducted a combined air-ground operation in the area of Tin-Bidene, five presumed JNIM militants killed and two taken prisoner.","5","1585692253",MLI,,,,"1","8","08",Kidal,18.8355375098,12.6888927854,Secteur II,"4",,SecteurII,Groupe Signataire,EIGS,,,"Groupe Signaeur,EIGS",./5.png
"2574","8023548","466",MLI3006,"3006",17-Apr-19,"2019","1",Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Mali),,"3","37",Western Africa,Mali,Mopti,Douentza,Douentza,Douentza,14.9951,-2.9517,"2",Aid Worker Security Database,Local partner-Other,"'On April 17 between the towns of Douentza and Boni, 2 INGO staff members and 1 local NGO worker went missing. The group were travelling in a civilian vehicle for a humanitarian mission in Boni and are presumed kidnapped. No further information is availa","0","1622068130",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"2575","8023548","466",MLI3006,"3006",17-Apr-19,"2019","1",Violence against civilians,Abduction/forced disappearance,Civilians (Mali),Aid Workers (Mali),"7","37",Western Africa,Mali,Mopti,Douentza,Douentza,Douentza,14.9951,-2.9517,"2",Aid Worker Security Database,Local partner-Other,"'On April 17 between the towns of Douentza and Boni, 2 INGO staff members and 1 local NGO worker went missing. The group were travelling in a civilian vehicle for a humanitarian mission in Boni and are presumed kidnapped. No further information is availa","0","1622068130",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"2576","8023555","466",MLI2807,"2807",17-Apr-19,"2019","1",Violence against civilians,Attack,Dogon Ethnic Militia (Mali),Dan Na Ambassagou,"4","47",Western Africa,Mali,Mopti,Koro,Pel Maoude,Birga-Dogon,14.04,-3.261,"1","Pinal (Mali); Kisal;New media",New media,"On April 16, Dogon hunters (Dan Na Ambassagou) attacked the village of Birga and wounded one Fulani civilian and seized 20 ruminants.","0","1622068130",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"2577","8023555","466",MLI2807,"2807",17-Apr-19,"2019","1",Violence against civilians,Attack,Civilians (Mali),"Fulani Ethnic Group (Mali); Pastoralists (Mali)","7","47",Western Africa,Mali,Mopti,Koro,Pel Maoude,Birga-Dogon,14.04,-3.261,"1",Pinal (Mali),New media,"On April 16, Dogon hunters (Dan Na Ambassagou) attacked the village of Birga and wounded one Fulani civilian and seized 20 ruminants.","0","1622068130",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"2578","8023557","466",MLI2806,"2806",17-Apr-19,"2019","1",Violence against civilians,Attack,Civilians (Mali),Unidentified Clan Group (Mali),"7","27",Western Africa,Mali,Mopti,Bankass,Baye,Pissa,13.7307,-3.4041,"1",Studio Tamani,Subnational,"On April 17, presumed Katiba Macina (JNIM) militants assassinated the village chief of Pissa.","1","1622068130",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"2579","8023559","466",MLI2803,"2803",16-Apr-19,"2019","1",Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Mali (2013-2020),,"1","12",Western Africa,Mali,Mopti,Douentza,Hombori,Hombori,15.279,-1.7004,"2","Telegram; Studio Tamani;New media-Subnational",New media-Subnational,"On April 16, a Malian army vehicle was struck by an IED between Hombori and Gossi (coded as Hombori at geoprecision 2), the vehicle was destroyed, three suspects were arrested, JNIM claimed responsibility.","0","1622068130",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"2580","8023560","466",MLI2804,"2804",16-Apr-19,"2019","1",Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Mali (2013-2020),,"1","12",Western Africa,Mali,Mopti,Koro,Diougani,Sobangouma,14.182,-2.6574,"2","Studio Tamani; Koro Kibaru; Kibaru;New media-Subnational",New media-Subnational,"On April 16, a Malian army vehicle was struck by an IED presumably planted by Katiba Macina (JNIM) militants between Sobangouma and Tonou (coded as Sobangouma at geoprecision 2), at least three soldiers were killed in the explosion and others wounded.","3","1622068130",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"2581","8023571","466",MLI2805,"2805",16-Apr-19,"2019","1",Strategic developments,Looting/property destruction,Civilians (Mali),,"7","37",Western Africa,Mali,Gao,Gao,N'tillit,Marsi,16.1118,-0.3408,"1",Kibaru,National,"On April 16, GATIA militiamen reportedly burned four motorbikes while searching a camp in Marsi and were aggressive towards the civilians living in the camp.","0","1622068130",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"2582","8023587","466",MLI2802,"2802",15-Apr-19,"2019","1",Battles,Armed clash,Fulani Ethnic Militia (Mali),Pastoralists (Mali),"4","44",Western Africa,Mali,Mopti,Koro,Diankabou,Kinde,14.5302,-3.0529,"1",Studio Tamani,Subnational,"On April 15, presumed Fulani militiamen attacked the Dogon hamlet of Kine, Dogon militiamen repelled the attack and seized a motorbike belonging to the assailants, one civilian was killed in the attack.","1","1622068130",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"2583","8023587","466",MLI2802,"2802",15-Apr-19,"2019","1",Battles,Armed clash,Dogon Ethnic Militia (Mali),,"4","44",Western Africa,Mali,Mopti,Koro,Diankabou,Kinde,14.5302,-3.0529,"1",Studio Tamani,Subnational,"On April 15, presumed Fulani militiamen attacked the Dogon hamlet of Kine, Dogon militiamen repelled the attack and seized a motorbike belonging to the assailants, one civilian was killed in the attack.","1","1622068130",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"2584","8023588","466",MLI2800,"2800",14-Apr-19,"2019","1",Violence against civilians,Attack,Fulani Ethnic Militia (Mali),Pastoralists (Mali),"4","47",Western Africa,Mali,Mopti,Koro,Bamba,Bamba-Tende,14.6851,-3.0631,"1","Koro Kibaru; Studio Tamani; Le Pays Dogon;New media-Subnational",New media-Subnational,"On April 14, presumed Fulani militiamen attacked the Dogon hamlet of Bamba-Tene, and killed four people and wounded one, significant material damages were also inflicted and livestock seized.","4","1622068130",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
